grid,d_h,k,abs_delta,ratio_to_3d
8x8,7,1,0,0.0
8x8,11,0,1,0.030303030303030304
8x8,11,1,0,0.0
8x8,9,0,1,0.037037037037037035
8x8,9,1,0,0.0
8x8,2,0,1,0.16666666666666666
8x8,2,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,1,0.030303030303030304
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,10,0,1,0.03333333333333333
8x8,10,1,0,0.0
8x8,11,0,3,0.09090909090909091
8x8,11,1,1,0.030303030303030304
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,10,0,0,0.0
8x8,10,1,3,0.1
8x8,7,0,0,0.0
8x8,7,1,0,0.0
8x8,8,0,1,0.041666666666666664
8x8,8,1,1,0.041666666666666664
8x8,8,0,0,0.0
8x8,8,1,2,0.08333333333333333
8x8,2,0,1,0.16666666666666666
8x8,2,1,0,0.0
8x8,5,0,0,0.0
8x8,5,1,1,0.06666666666666667
8x8,4,0,0,0.0
8x8,4,1,1,0.08333333333333333
8x8,5,0,0,0.0
8x8,5,1,1,0.06666666666666667
8x8,7,0,2,0.09523809523809523
8x8,7,1,0,0.0
8x8,5,0,0,0.0
8x8,5,1,1,0.06666666666666667
8x8,6,0,1,0.05555555555555555
8x8,6,1,0,0.0
8x8,4,0,1,0.08333333333333333
8x8,4,1,1,0.08333333333333333
8x8,12,0,1,0.027777777777777776
8x8,12,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,7,0,3,0.14285714285714285
8x8,7,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,2,0,0,0.0
8x8,2,1,1,0.16666666666666666
8x8,9,0,2,0.07407407407407407
8x8,9,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,8,0,0,0.0
8x8,8,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,2,0.05555555555555555
8x8,7,0,1,0.047619047619047616
8x8,7,1,1,0.047619047619047616
8x8,11,0,0,0.0
8x8,11,1,0,0.0
8x8,2,0,2,0.3333333333333333
8x8,2,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,10,0,1,0.03333333333333333
8x8,10,1,0,0.0
8x8,11,0,1,0.030303030303030304
8x8,11,1,0,0.0
8x8,10,0,1,0.03333333333333333
8x8,10,1,0,0.0
8x8,6,0,1,0.05555555555555555
8x8,6,1,1,0.05555555555555555
8x8,4,0,3,0.25
8x8,4,1,0,0.0
8x8,8,0,2,0.08333333333333333
8x8,8,1,1,0.041666666666666664
8x8,5,0,0,0.0
8x8,5,1,1,0.06666666666666667
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,9,0,1,0.037037037037037035
8x8,9,1,2,0.07407407407407407
8x8,9,0,2,0.07407407407407407
8x8,9,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,7,0,0,0.0
8x8,7,1,1,0.047619047619047616
8x8,4,0,1,0.08333333333333333
8x8,4,1,2,0.16666666666666666
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,4,0,2,0.16666666666666666
8x8,4,1,1,0.08333333333333333
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,1,0.030303030303030304
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,6,0,0,0.0
8x8,6,1,3,0.16666666666666666
8x8,9,0,2,0.07407407407407407
8x8,9,1,1,0.037037037037037035
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,9,0,1,0.037037037037037035
8x8,9,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,1,0.027777777777777776
8x8,12,0,0,0.0
8x8,12,1,1,0.027777777777777776
8x8,3,0,0,0.0
8x8,3,1,2,0.2222222222222222
8x8,9,0,0,0.0
8x8,9,1,2,0.07407407407407407
8x8,2,0,2,0.3333333333333333
8x8,2,1,1,0.16666666666666666
8x8,6,0,0,0.0
8x8,6,1,0,0.0
8x8,12,0,3,0.08333333333333333
8x8,12,1,2,0.05555555555555555
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,11,0,1,0.030303030303030304
8x8,11,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,6,0,0,0.0
8x8,6,1,1,0.05555555555555555
8x8,7,0,1,0.047619047619047616
8x8,7,1,1,0.047619047619047616
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,9,0,4,0.14814814814814814
8x8,9,1,3,0.1111111111111111
8x8,11,0,1,0.030303030303030304
8x8,11,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,8,0,1,0.041666666666666664
8x8,8,1,2,0.08333333333333333
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,11,0,0,0.0
8x8,11,1,1,0.030303030303030304
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,11,0,1,0.030303030303030304
8x8,11,1,4,0.12121212121212122
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,7,0,2,0.09523809523809523
8x8,7,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,1,0.030303030303030304
8x8,5,0,0,0.0
8x8,5,1,2,0.13333333333333333
8x8,8,0,1,0.041666666666666664
8x8,8,1,1,0.041666666666666664
8x8,7,0,0,0.0
8x8,7,1,2,0.09523809523809523
8x8,5,0,0,0.0
8x8,5,1,2,0.13333333333333333
8x8,11,0,0,0.0
8x8,11,1,1,0.030303030303030304
8x8,7,0,0,0.0
8x8,7,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,2,0,0,0.0
8x8,2,1,1,0.16666666666666666
8x8,2,0,1,0.16666666666666666
8x8,2,1,0,0.0
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,9,0,1,0.037037037037037035
8x8,9,1,0,0.0
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,3,0,1,0.1111111111111111
8x8,3,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,10,0,0,0.0
8x8,10,1,1,0.03333333333333333
8x8,11,0,0,0.0
8x8,11,1,2,0.06060606060606061
8x8,8,0,2,0.08333333333333333
8x8,8,1,2,0.08333333333333333
8x8,11,0,1,0.030303030303030304
8x8,11,1,3,0.09090909090909091
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,10,0,1,0.03333333333333333
8x8,10,1,2,0.06666666666666667
8x8,9,0,2,0.07407407407407407
8x8,9,1,0,0.0
8x8,12,0,1,0.027777777777777776
8x8,12,1,1,0.027777777777777776
8x8,2,0,0,0.0
8x8,2,1,2,0.3333333333333333
8x8,11,0,2,0.06060606060606061
8x8,11,1,1,0.030303030303030304
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,10,0,0,0.0
8x8,10,1,1,0.03333333333333333
8x8,11,0,2,0.06060606060606061
8x8,11,1,0,0.0
8x8,7,0,1,0.047619047619047616
8x8,7,1,5,0.23809523809523808
8x8,12,0,1,0.027777777777777776
8x8,12,1,1,0.027777777777777776
8x8,6,0,0,0.0
8x8,6,1,2,0.1111111111111111
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,4,0,2,0.16666666666666666
8x8,4,1,0,0.0
8x8,8,0,3,0.125
8x8,8,1,0,0.0
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,1,0.16666666666666666
8x8,10,0,2,0.06666666666666667
8x8,10,1,0,0.0
8x8,7,0,0,0.0
8x8,7,1,3,0.14285714285714285
8x8,10,0,0,0.0
8x8,10,1,2,0.06666666666666667
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,1,0.1111111111111111
8x8,6,0,1,0.05555555555555555
8x8,6,1,0,0.0
8x8,8,0,2,0.08333333333333333
8x8,8,1,1,0.041666666666666664
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,3,0.08333333333333333
8x8,2,0,0,0.0
8x8,2,1,1,0.16666666666666666
8x8,9,0,1,0.037037037037037035
8x8,9,1,0,0.0
8x8,9,0,2,0.07407407407407407
8x8,9,1,1,0.037037037037037035
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,4,0,0,0.0
8x8,4,1,1,0.08333333333333333
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,0,0.0
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,6,0,2,0.1111111111111111
8x8,6,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,3,0.09090909090909091
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,7,0,1,0.047619047619047616
8x8,7,1,1,0.047619047619047616
8x8,4,0,1,0.08333333333333333
8x8,4,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,1,0.16666666666666666
8x8,3,0,2,0.2222222222222222
8x8,3,1,0,0.0
8x8,4,0,1,0.08333333333333333
8x8,4,1,0,0.0
8x8,6,0,1,0.05555555555555555
8x8,6,1,0,0.0
8x8,12,0,1,0.027777777777777776
8x8,12,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,10,0,0,0.0
8x8,10,1,3,0.1
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,10,0,1,0.03333333333333333
8x8,10,1,2,0.06666666666666667
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,6,0,0,0.0
8x8,6,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,9,0,1,0.037037037037037035
8x8,9,1,0,0.0
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,12,0,5,0.1388888888888889
8x8,12,1,1,0.027777777777777776
8x8,3,0,2,0.2222222222222222
8x8,3,1,0,0.0
8x8,11,0,2,0.06060606060606061
8x8,11,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,3,0.08333333333333333
8x8,3,0,1,0.1111111111111111
8x8,3,1,0,0.0
8x8,4,0,1,0.08333333333333333
8x8,4,1,1,0.08333333333333333
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,7,0,2,0.09523809523809523
8x8,7,1,2,0.09523809523809523
8x8,9,0,1,0.037037037037037035
8x8,9,1,2,0.07407407407407407
8x8,7,0,0,0.0
8x8,7,1,0,0.0
8x8,5,0,0,0.0
8x8,5,1,1,0.06666666666666667
8x8,8,0,1,0.041666666666666664
8x8,8,1,1,0.041666666666666664
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,6,0,0,0.0
8x8,6,1,1,0.05555555555555555
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,2,0.3333333333333333
8x8,8,0,2,0.08333333333333333
8x8,8,1,1,0.041666666666666664
8x8,6,0,1,0.05555555555555555
8x8,6,1,0,0.0
8x8,12,0,1,0.027777777777777776
8x8,12,1,1,0.027777777777777776
8x8,6,0,0,0.0
8x8,6,1,1,0.05555555555555555
8x8,10,0,1,0.03333333333333333
8x8,10,1,2,0.06666666666666667
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,12,0,1,0.027777777777777776
8x8,12,1,1,0.027777777777777776
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,8,0,0,0.0
8x8,8,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,1,0.1111111111111111
8x8,4,0,1,0.08333333333333333
8x8,4,1,0,0.0
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,7,0,1,0.047619047619047616
8x8,7,1,1,0.047619047619047616
8x8,3,0,2,0.2222222222222222
8x8,3,1,1,0.1111111111111111
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,2,0.06060606060606061
8x8,11,0,0,0.0
8x8,11,1,0,0.0
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,3,0,1,0.1111111111111111
8x8,3,1,1,0.1111111111111111
8x8,10,0,3,0.1
8x8,10,1,1,0.03333333333333333
8x8,3,0,0,0.0
8x8,3,1,2,0.2222222222222222
8x8,9,0,1,0.037037037037037035
8x8,9,1,1,0.037037037037037035
8x8,5,0,0,0.0
8x8,5,1,2,0.13333333333333333
8x8,7,0,3,0.14285714285714285
8x8,7,1,0,0.0
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,6,0,1,0.05555555555555555
8x8,6,1,0,0.0
8x8,7,0,1,0.047619047619047616
8x8,7,1,2,0.09523809523809523
8x8,9,0,0,0.0
8x8,9,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,2,0.05555555555555555
8x8,11,0,0,0.0
8x8,11,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,8,0,2,0.08333333333333333
8x8,8,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,1,0.06666666666666667
8x8,6,0,1,0.05555555555555555
8x8,6,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,3,0.08333333333333333
8x8,7,0,0,0.0
8x8,7,1,1,0.047619047619047616
8x8,3,0,0,0.0
8x8,3,1,1,0.1111111111111111
8x8,2,0,1,0.16666666666666666
8x8,2,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,1,0.08333333333333333
8x8,11,0,0,0.0
8x8,11,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,3,0.09090909090909091
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,2,0,1,0.16666666666666666
8x8,2,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,2,0.16666666666666666
8x8,11,0,3,0.09090909090909091
8x8,11,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,3,0.08333333333333333
8x8,11,0,3,0.09090909090909091
8x8,11,1,1,0.030303030303030304
8x8,7,0,0,0.0
8x8,7,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,0,0.0
8x8,9,0,1,0.037037037037037035
8x8,9,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,2,0.2222222222222222
8x8,12,0,1,0.027777777777777776
8x8,12,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,11,0,2,0.06060606060606061
8x8,11,1,1,0.030303030303030304
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,5,0,0,0.0
8x8,5,1,1,0.06666666666666667
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,12,0,1,0.027777777777777776
8x8,12,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,0,0.0
8x8,12,0,2,0.05555555555555555
8x8,12,1,2,0.05555555555555555
8x8,4,0,1,0.08333333333333333
8x8,4,1,1,0.08333333333333333
8x8,7,0,2,0.09523809523809523
8x8,7,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,7,0,0,0.0
8x8,7,1,2,0.09523809523809523
8x8,6,0,0,0.0
8x8,6,1,0,0.0
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,11,0,0,0.0
8x8,11,1,1,0.030303030303030304
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,5,0,2,0.13333333333333333
8x8,5,1,0,0.0
8x8,11,0,3,0.09090909090909091
8x8,11,1,3,0.09090909090909091
8x8,4,0,3,0.25
8x8,4,1,0,0.0
8x8,2,0,1,0.16666666666666666
8x8,2,1,0,0.0
8x8,5,0,2,0.13333333333333333
8x8,5,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,12,0,1,0.027777777777777776
8x8,12,1,1,0.027777777777777776
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,7,0,1,0.047619047619047616
8x8,7,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,2,0.07407407407407407
8x8,3,0,1,0.1111111111111111
8x8,3,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,2,0.06060606060606061
8x8,12,0,2,0.05555555555555555
8x8,12,1,0,0.0
8x8,2,0,1,0.16666666666666666
8x8,2,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,1,0.030303030303030304
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,6,0,0,0.0
8x8,6,1,1,0.05555555555555555
8x8,10,0,0,0.0
8x8,10,1,1,0.03333333333333333
8x8,9,0,3,0.1111111111111111
8x8,9,1,1,0.037037037037037035
8x8,6,0,1,0.05555555555555555
8x8,6,1,2,0.1111111111111111
8x8,3,0,1,0.1111111111111111
8x8,3,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,2,0.06060606060606061
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,2,0.2222222222222222
8x8,5,0,0,0.0
8x8,5,1,1,0.06666666666666667
8x8,10,0,1,0.03333333333333333
8x8,10,1,0,0.0
8x8,9,0,1,0.037037037037037035
8x8,9,1,1,0.037037037037037035
8x8,3,0,0,0.0
8x8,3,1,1,0.1111111111111111
8x8,6,0,0,0.0
8x8,6,1,2,0.1111111111111111
8x8,9,0,1,0.037037037037037035
8x8,9,1,1,0.037037037037037035
8x8,11,0,1,0.030303030303030304
8x8,11,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,2,0.06060606060606061
8x8,5,0,0,0.0
8x8,5,1,2,0.13333333333333333
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,0,0.0
8x8,11,0,1,0.030303030303030304
8x8,11,1,0,0.0
8x8,12,0,2,0.05555555555555555
8x8,12,1,1,0.027777777777777776
8x8,2,0,0,0.0
8x8,2,1,1,0.16666666666666666
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,6,0,1,0.05555555555555555
8x8,6,1,2,0.1111111111111111
8x8,12,0,1,0.027777777777777776
8x8,12,1,0,0.0
8x8,9,0,3,0.1111111111111111
8x8,9,1,0,0.0
8x8,11,0,0,0.0
8x8,11,1,2,0.06060606060606061
8x8,11,0,0,0.0
8x8,11,1,4,0.12121212121212122
8x8,12,0,2,0.05555555555555555
8x8,12,1,2,0.05555555555555555
8x8,11,0,1,0.030303030303030304
8x8,11,1,2,0.06060606060606061
8x8,8,0,0,0.0
8x8,8,1,1,0.041666666666666664
8x8,12,0,1,0.027777777777777776
8x8,12,1,1,0.027777777777777776
8x8,7,0,1,0.047619047619047616
8x8,7,1,2,0.09523809523809523
8x8,11,0,0,0.0
8x8,11,1,1,0.030303030303030304
8x8,3,0,0,0.0
8x8,3,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,3,0.25
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,11,0,2,0.06060606060606061
8x8,11,1,1,0.030303030303030304
8x8,4,0,0,0.0
8x8,4,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,3,0,1,0.1111111111111111
8x8,3,1,0,0.0
8x8,12,0,3,0.08333333333333333
8x8,12,1,1,0.027777777777777776
8x8,4,0,0,0.0
8x8,4,1,2,0.16666666666666666
8x8,5,0,0,0.0
8x8,5,1,3,0.2
8x8,6,0,0,0.0
8x8,6,1,1,0.05555555555555555
8x8,9,0,1,0.037037037037037035
8x8,9,1,1,0.037037037037037035
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,7,0,1,0.047619047619047616
8x8,7,1,0,0.0
8x8,10,0,3,0.1
8x8,10,1,1,0.03333333333333333
8x8,9,0,3,0.1111111111111111
8x8,9,1,1,0.037037037037037035
8x8,2,0,0,0.0
8x8,2,1,2,0.3333333333333333
8x8,4,0,1,0.08333333333333333
8x8,4,1,0,0.0
8x8,12,0,1,0.027777777777777776
8x8,12,1,1,0.027777777777777776
8x8,7,0,1,0.047619047619047616
8x8,7,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,0,0.0
8x8,7,0,1,0.047619047619047616
8x8,7,1,0,0.0
8x8,10,0,5,0.16666666666666666
8x8,10,1,1,0.03333333333333333
8x8,12,0,2,0.05555555555555555
8x8,12,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,1,0.1111111111111111
8x8,7,0,0,0.0
8x8,7,1,2,0.09523809523809523
8x8,12,0,2,0.05555555555555555
8x8,12,1,2,0.05555555555555555
8x8,9,0,1,0.037037037037037035
8x8,9,1,1,0.037037037037037035
8x8,6,0,0,0.0
8x8,6,1,0,0.0
8x8,4,0,1,0.08333333333333333
8x8,4,1,0,0.0
8x8,6,0,1,0.05555555555555555
8x8,6,1,0,0.0
8x8,8,0,0,0.0
8x8,8,1,0,0.0
8x8,4,0,1,0.08333333333333333
8x8,4,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,8,0,1,0.041666666666666664
8x8,8,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,2,0.05555555555555555
8x8,10,0,1,0.03333333333333333
8x8,10,1,1,0.03333333333333333
8x8,7,0,0,0.0
8x8,7,1,3,0.14285714285714285
8x8,2,0,0,0.0
8x8,2,1,1,0.16666666666666666
8x8,3,0,2,0.2222222222222222
8x8,3,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,12,0,2,0.05555555555555555
8x8,12,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,1,0.3333333333333333
8x8,4,0,0,0.0
8x8,4,1,1,0.08333333333333333
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,7,0,0,0.0
8x8,7,1,0,0.0
8x8,10,0,0,0.0
8x8,10,1,0,0.0
8x8,3,0,0,0.0
8x8,3,1,1,0.1111111111111111
8x8,11,0,2,0.06060606060606061
8x8,11,1,0,0.0
8x8,4,0,2,0.16666666666666666
8x8,4,1,0,0.0
8x8,10,0,2,0.06666666666666667
8x8,10,1,0,0.0
8x8,10,0,0,0.0
8x8,10,1,0,0.0
8x8,12,0,1,0.027777777777777776
8x8,12,1,1,0.027777777777777776
8x8,5,0,2,0.13333333333333333
8x8,5,1,0,0.0
8x8,3,0,3,0.3333333333333333
8x8,3,1,0,0.0
8x8,5,0,1,0.06666666666666667
8x8,5,1,0,0.0
8x8,12,0,2,0.05555555555555555
8x8,12,1,0,0.0
8x8,12,0,0,0.0
8x8,12,1,1,0.027777777777777776
8x8,9,0,0,0.0
8x8,9,1,2,0.07407407407407407
8x8,4,0,1,0.08333333333333333
8x8,4,1,1,0.08333333333333333
8x8,11,0,1,0.030303030303030304
8x8,11,1,1,0.030303030303030304
8x8,6,0,0,0.0
8x8,6,1,2,0.1111111111111111
8x8,12,0,0,0.0
8x8,12,1,1,0.027777777777777776
8x8,12,0,2,0.05555555555555555
8x8,12,1,0,0.0
8x8,6,0,0,0.0
8x8,6,1,0,0.0
8x8,7,0,1,0.047619047619047616
8x8,7,1,0,0.0
8x8,11,0,1,0.030303030303030304
8x8,11,1,1,0.030303030303030304
8x8,6,0,1,0.05555555555555555
8x8,6,1,0,0.0
8x8,6,0,4,0.2222222222222222
8x8,6,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,1,0.08333333333333333
8x8,4,0,2,0.16666666666666666
8x8,4,1,0,0.0
8x8,4,0,3,0.25
8x8,4,1,0,0.0
8x8,10,0,1,0.03333333333333333
8x8,10,1,0,0.0
8x8,10,0,1,0.03333333333333333
8x8,10,1,1,0.03333333333333333
8x8,12,0,3,0.08333333333333333
8x8,12,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,2,0.3333333333333333
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,1,0.16666666666666666
8x8,8,0,0,0.0
8x8,8,1,3,0.125
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,10,0,0,0.0
8x8,10,1,0,0.0
8x8,10,0,0,0.0
8x8,10,1,3,0.1
8x8,1,0,1,0.3333333333333333
8x8,1,1,0,0.0
8x8,7,0,0,0.0
8x8,7,1,3,0.14285714285714285
8x8,8,0,2,0.08333333333333333
8x8,8,1,0,0.0
8x8,5,0,0,0.0
8x8,5,1,0,0.0
8x8,5,0,2,0.13333333333333333
8x8,5,1,0,0.0
8x8,4,0,0,0.0
8x8,4,1,1,0.08333333333333333
8x8,11,0,0,0.0
8x8,11,1,0,0.0
8x8,6,0,1,0.05555555555555555
8x8,6,1,2,0.1111111111111111
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,2,0,0,0.0
8x8,2,1,0,0.0
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,9,0,1,0.037037037037037035
8x8,9,1,1,0.037037037037037035
8x8,1,0,0,0.0
8x8,1,1,0,0.0
8x8,9,0,0,0.0
8x8,9,1,1,0.037037037037037035
8x8,8,0,0,0.0
8x8,8,1,3,0.125
8x8,8,0,0,0.0
8x8,8,1,0,0.0
