grid,d_h,k,abs_delta,ratio_to_3d
12x12,12,0,0,0.0
12x12,12,1,4,0.1111111111111111
12x12,11,0,4,0.12121212121212122
12x12,11,1,1,0.030303030303030304
12x12,11,0,0,0.0
12x12,11,1,1,0.030303030303030304
12x12,1,0,1,0.3333333333333333
12x12,1,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,3,0.3333333333333333
12x12,3,0,2,0.2222222222222222
12x12,3,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,11,0,1,0.030303030303030304
12x12,11,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,1,0.08333333333333333
12x12,11,0,0,0.0
12x12,11,1,2,0.06060606060606061
12x12,9,0,0,0.0
12x12,9,1,1,0.037037037037037035
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,6,0,1,0.05555555555555555
12x12,6,1,2,0.1111111111111111
12x12,5,0,0,0.0
12x12,5,1,1,0.06666666666666667
12x12,12,0,1,0.027777777777777776
12x12,12,1,3,0.08333333333333333
12x12,10,0,1,0.03333333333333333
12x12,10,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,9,0,2,0.07407407407407407
12x12,9,1,0,0.0
12x12,12,0,1,0.027777777777777776
12x12,12,1,0,0.0
12x12,6,0,1,0.05555555555555555
12x12,6,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,5,0.23809523809523808
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,10,0,0,0.0
12x12,10,1,3,0.1
12x12,7,0,1,0.047619047619047616
12x12,7,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,9,0,3,0.1111111111111111
12x12,9,1,0,0.0
12x12,9,0,0,0.0
12x12,9,1,2,0.07407407407407407
12x12,3,0,1,0.1111111111111111
12x12,3,1,0,0.0
12x12,12,0,1,0.027777777777777776
12x12,12,1,1,0.027777777777777776
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,6,0,2,0.1111111111111111
12x12,6,1,0,0.0
12x12,10,0,0,0.0
12x12,10,1,1,0.03333333333333333
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,3,0.125
12x12,3,0,2,0.2222222222222222
12x12,3,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,1,0.08333333333333333
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,5,0,0,0.0
12x12,5,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,11,0,0,0.0
12x12,11,1,2,0.06060606060606061
12x12,12,0,0,0.0
12x12,12,1,2,0.05555555555555555
12x12,7,0,2,0.09523809523809523
12x12,7,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,1,0.041666666666666664
12x12,11,0,6,0.18181818181818182
12x12,11,1,0,0.0
12x12,11,0,0,0.0
12x12,11,1,5,0.15151515151515152
12x12,12,0,0,0.0
12x12,12,1,1,0.027777777777777776
12x12,9,0,1,0.037037037037037035
12x12,9,1,1,0.037037037037037035
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,1,0.041666666666666664
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,9,0,4,0.14814814814814814
12x12,9,1,0,0.0
12x12,12,0,0,0.0
12x12,12,1,1,0.027777777777777776
12x12,4,0,0,0.0
12x12,4,1,3,0.25
12x12,12,0,0,0.0
12x12,12,1,4,0.1111111111111111
12x12,5,0,0,0.0
12x12,5,1,0,0.0
12x12,11,0,1,0.030303030303030304
12x12,11,1,0,0.0
12x12,12,0,0,0.0
12x12,12,1,3,0.08333333333333333
12x12,10,0,0,0.0
12x12,10,1,1,0.03333333333333333
12x12,12,0,0,0.0
12x12,12,1,3,0.08333333333333333
12x12,9,0,0,0.0
12x12,9,1,1,0.037037037037037035
12x12,11,0,2,0.06060606060606061
12x12,11,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,2,0.09523809523809523
12x12,10,0,0,0.0
12x12,10,1,4,0.13333333333333333
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,5,0,2,0.13333333333333333
12x12,5,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,1,0.041666666666666664
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,9,0,2,0.07407407407407407
12x12,9,1,0,0.0
12x12,12,0,1,0.027777777777777776
12x12,12,1,1,0.027777777777777776
12x12,6,0,0,0.0
12x12,6,1,3,0.16666666666666666
12x12,12,0,0,0.0
12x12,12,1,1,0.027777777777777776
12x12,11,0,0,0.0
12x12,11,1,1,0.030303030303030304
12x12,3,0,1,0.1111111111111111
12x12,3,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,2,0.13333333333333333
12x12,12,0,0,0.0
12x12,12,1,3,0.08333333333333333
12x12,3,0,0,0.0
12x12,3,1,1,0.1111111111111111
12x12,2,0,1,0.16666666666666666
12x12,2,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,4,0,2,0.16666666666666666
12x12,4,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,2,0.13333333333333333
12x12,9,0,2,0.07407407407407407
12x12,9,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,3,0.14285714285714285
12x12,7,0,0,0.0
12x12,7,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,7,0,2,0.09523809523809523
12x12,7,1,2,0.09523809523809523
12x12,4,0,0,0.0
12x12,4,1,1,0.08333333333333333
12x12,9,0,3,0.1111111111111111
12x12,9,1,0,0.0
12x12,9,0,1,0.037037037037037035
12x12,9,1,1,0.037037037037037035
12x12,1,0,1,0.3333333333333333
12x12,1,1,0,0.0
12x12,6,0,3,0.16666666666666666
12x12,6,1,0,0.0
12x12,11,0,0,0.0
12x12,11,1,1,0.030303030303030304
12x12,5,0,0,0.0
12x12,5,1,1,0.06666666666666667
12x12,9,0,1,0.037037037037037035
12x12,9,1,4,0.14814814814814814
12x12,12,0,5,0.1388888888888889
12x12,12,1,0,0.0
12x12,10,0,0,0.0
12x12,10,1,2,0.06666666666666667
12x12,6,0,1,0.05555555555555555
12x12,6,1,1,0.05555555555555555
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,7,0,2,0.09523809523809523
12x12,7,1,1,0.047619047619047616
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,2,0.16666666666666666
12x12,3,0,1,0.1111111111111111
12x12,3,1,0,0.0
12x12,5,0,3,0.2
12x12,5,1,0,0.0
12x12,6,0,1,0.05555555555555555
12x12,6,1,1,0.05555555555555555
12x12,7,0,1,0.047619047619047616
12x12,7,1,1,0.047619047619047616
12x12,2,0,1,0.16666666666666666
12x12,2,1,1,0.16666666666666666
12x12,2,0,1,0.16666666666666666
12x12,2,1,0,0.0
12x12,7,0,2,0.09523809523809523
12x12,7,1,1,0.047619047619047616
12x12,9,0,0,0.0
12x12,9,1,0,0.0
12x12,10,0,1,0.03333333333333333
12x12,10,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,2,0.08333333333333333
12x12,6,0,1,0.05555555555555555
12x12,6,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,7,0,0,0.0
12x12,7,1,3,0.14285714285714285
12x12,2,0,0,0.0
12x12,2,1,2,0.3333333333333333
12x12,8,0,1,0.041666666666666664
12x12,8,1,2,0.08333333333333333
12x12,5,0,3,0.2
12x12,5,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,3,0.16666666666666666
12x12,10,0,0,0.0
12x12,10,1,2,0.06666666666666667
12x12,10,0,2,0.06666666666666667
12x12,10,1,0,0.0
12x12,10,0,4,0.13333333333333333
12x12,10,1,1,0.03333333333333333
12x12,5,0,0,0.0
12x12,5,1,1,0.06666666666666667
12x12,5,0,1,0.06666666666666667
12x12,5,1,1,0.06666666666666667
12x12,5,0,2,0.13333333333333333
12x12,5,1,1,0.06666666666666667
12x12,7,0,1,0.047619047619047616
12x12,7,1,0,0.0
12x12,12,0,1,0.027777777777777776
12x12,12,1,0,0.0
12x12,7,0,2,0.09523809523809523
12x12,7,1,1,0.047619047619047616
12x12,6,0,1,0.05555555555555555
12x12,6,1,1,0.05555555555555555
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,12,0,0,0.0
12x12,12,1,2,0.05555555555555555
12x12,7,0,0,0.0
12x12,7,1,2,0.09523809523809523
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,2,0.2222222222222222
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,1,0,1,0.3333333333333333
12x12,1,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,2,0.08333333333333333
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,11,0,0,0.0
12x12,11,1,0,0.0
12x12,10,0,1,0.03333333333333333
12x12,10,1,0,0.0
12x12,7,0,1,0.047619047619047616
12x12,7,1,1,0.047619047619047616
12x12,7,0,1,0.047619047619047616
12x12,7,1,0,0.0
12x12,2,0,1,0.16666666666666666
12x12,2,1,0,0.0
12x12,10,0,1,0.03333333333333333
12x12,10,1,1,0.03333333333333333
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,6,0,0,0.0
12x12,6,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,1,0.1111111111111111
12x12,5,0,1,0.06666666666666667
12x12,5,1,2,0.13333333333333333
12x12,3,0,1,0.1111111111111111
12x12,3,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,10,0,0,0.0
12x12,10,1,1,0.03333333333333333
12x12,9,0,1,0.037037037037037035
12x12,9,1,3,0.1111111111111111
12x12,6,0,1,0.05555555555555555
12x12,6,1,1,0.05555555555555555
12x12,8,0,4,0.16666666666666666
12x12,8,1,0,0.0
12x12,7,0,1,0.047619047619047616
12x12,7,1,1,0.047619047619047616
12x12,4,0,2,0.16666666666666666
12x12,4,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,11,0,1,0.030303030303030304
12x12,11,1,4,0.12121212121212122
12x12,6,0,2,0.1111111111111111
12x12,6,1,1,0.05555555555555555
12x12,6,0,1,0.05555555555555555
12x12,6,1,1,0.05555555555555555
12x12,11,0,2,0.06060606060606061
12x12,11,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,0,0.0
12x12,11,0,0,0.0
12x12,11,1,1,0.030303030303030304
12x12,9,0,0,0.0
12x12,9,1,0,0.0
12x12,12,0,1,0.027777777777777776
12x12,12,1,0,0.0
12x12,10,0,0,0.0
12x12,10,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,1,0.047619047619047616
12x12,3,0,2,0.2222222222222222
12x12,3,1,0,0.0
12x12,11,0,0,0.0
12x12,11,1,1,0.030303030303030304
12x12,2,0,0,0.0
12x12,2,1,2,0.3333333333333333
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,3,0,0,0.0
12x12,3,1,1,0.1111111111111111
12x12,5,0,0,0.0
12x12,5,1,3,0.2
12x12,2,0,1,0.16666666666666666
12x12,2,1,1,0.16666666666666666
12x12,5,0,3,0.2
12x12,5,1,0,0.0
12x12,11,0,0,0.0
12x12,11,1,5,0.15151515151515152
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,8,0,2,0.08333333333333333
12x12,8,1,1,0.041666666666666664
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,5,0,2,0.13333333333333333
12x12,5,1,0,0.0
12x12,6,0,2,0.1111111111111111
12x12,6,1,0,0.0
12x12,10,0,3,0.1
12x12,10,1,1,0.03333333333333333
12x12,12,0,1,0.027777777777777776
12x12,12,1,2,0.05555555555555555
12x12,3,0,0,0.0
12x12,3,1,1,0.1111111111111111
12x12,7,0,2,0.09523809523809523
12x12,7,1,0,0.0
12x12,4,0,1,0.08333333333333333
12x12,4,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,1,0.041666666666666664
12x12,9,0,3,0.1111111111111111
12x12,9,1,0,0.0
12x12,10,0,0,0.0
12x12,10,1,3,0.1
12x12,1,0,1,0.3333333333333333
12x12,1,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,12,0,0,0.0
12x12,12,1,5,0.1388888888888889
12x12,6,0,3,0.16666666666666666
12x12,6,1,2,0.1111111111111111
12x12,3,0,0,0.0
12x12,3,1,1,0.1111111111111111
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,10,0,0,0.0
12x12,10,1,3,0.1
12x12,11,0,1,0.030303030303030304
12x12,11,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,1,0.08333333333333333
12x12,6,0,1,0.05555555555555555
12x12,6,1,0,0.0
12x12,5,0,0,0.0
12x12,5,1,3,0.2
12x12,12,0,0,0.0
12x12,12,1,4,0.1111111111111111
12x12,6,0,0,0.0
12x12,6,1,4,0.2222222222222222
12x12,2,0,1,0.16666666666666666
12x12,2,1,0,0.0
12x12,11,0,1,0.030303030303030304
12x12,11,1,2,0.06060606060606061
12x12,11,0,2,0.06060606060606061
12x12,11,1,0,0.0
12x12,11,0,2,0.06060606060606061
12x12,11,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,1,0.047619047619047616
12x12,5,0,0,0.0
12x12,5,1,1,0.06666666666666667
12x12,7,0,0,0.0
12x12,7,1,6,0.2857142857142857
12x12,12,0,5,0.1388888888888889
12x12,12,1,1,0.027777777777777776
12x12,12,0,0,0.0
12x12,12,1,1,0.027777777777777776
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,6,0,2,0.1111111111111111
12x12,6,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,10,0,1,0.03333333333333333
12x12,10,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,2,0.09523809523809523
12x12,10,0,0,0.0
12x12,10,1,1,0.03333333333333333
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,1,0.047619047619047616
12x12,3,0,1,0.1111111111111111
12x12,3,1,0,0.0
12x12,2,0,1,0.16666666666666666
12x12,2,1,0,0.0
12x12,9,0,0,0.0
12x12,9,1,2,0.07407407407407407
12x12,9,0,3,0.1111111111111111
12x12,9,1,0,0.0
12x12,12,0,0,0.0
12x12,12,1,1,0.027777777777777776
12x12,7,0,2,0.09523809523809523
12x12,7,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,2,0.16666666666666666
12x12,10,0,2,0.06666666666666667
12x12,10,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,9,0,1,0.037037037037037035
12x12,9,1,1,0.037037037037037035
12x12,5,0,0,0.0
12x12,5,1,1,0.06666666666666667
12x12,5,0,1,0.06666666666666667
12x12,5,1,3,0.2
12x12,10,0,1,0.03333333333333333
12x12,10,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,1,0.06666666666666667
12x12,5,0,0,0.0
12x12,5,1,1,0.06666666666666667
12x12,12,0,4,0.1111111111111111
12x12,12,1,0,0.0
12x12,5,0,0,0.0
12x12,5,1,1,0.06666666666666667
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,9,0,0,0.0
12x12,9,1,3,0.1111111111111111
12x12,12,0,2,0.05555555555555555
12x12,12,1,1,0.027777777777777776
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,9,0,0,0.0
12x12,9,1,3,0.1111111111111111
12x12,12,0,0,0.0
12x12,12,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,11,0,1,0.030303030303030304
12x12,11,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,7,0,1,0.047619047619047616
12x12,7,1,2,0.09523809523809523
12x12,6,0,0,0.0
12x12,6,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,7,0,1,0.047619047619047616
12x12,7,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,2,0.09523809523809523
12x12,8,0,2,0.08333333333333333
12x12,8,1,2,0.08333333333333333
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,7,0,1,0.047619047619047616
12x12,7,1,0,0.0
12x12,10,0,0,0.0
12x12,10,1,0,0.0
12x12,7,0,1,0.047619047619047616
12x12,7,1,2,0.09523809523809523
12x12,9,0,1,0.037037037037037035
12x12,9,1,2,0.07407407407407407
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,1,0.041666666666666664
12x12,9,0,0,0.0
12x12,9,1,1,0.037037037037037035
12x12,9,0,4,0.14814814814814814
12x12,9,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,2,0,1,0.16666666666666666
12x12,2,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,0,0.0
12x12,12,0,1,0.027777777777777776
12x12,12,1,0,0.0
12x12,12,0,2,0.05555555555555555
12x12,12,1,2,0.05555555555555555
12x12,12,0,2,0.05555555555555555
12x12,12,1,0,0.0
12x12,12,0,0,0.0
12x12,12,1,4,0.1111111111111111
12x12,9,0,0,0.0
12x12,9,1,1,0.037037037037037035
12x12,2,0,0,0.0
12x12,2,1,0,0.0
12x12,12,0,0,0.0
12x12,12,1,1,0.027777777777777776
12x12,3,0,1,0.1111111111111111
12x12,3,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,4,0,0,0.0
12x12,4,1,2,0.16666666666666666
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,2,0,0,0.0
12x12,2,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,2,0.1111111111111111
12x12,3,0,0,0.0
12x12,3,1,2,0.2222222222222222
12x12,9,0,0,0.0
12x12,9,1,1,0.037037037037037035
12x12,5,0,0,0.0
12x12,5,1,0,0.0
12x12,8,0,0,0.0
12x12,8,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,2,0.16666666666666666
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,0,0.0
12x12,4,0,2,0.16666666666666666
12x12,4,1,0,0.0
12x12,4,0,1,0.08333333333333333
12x12,4,1,0,0.0
12x12,11,0,0,0.0
12x12,11,1,1,0.030303030303030304
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,9,0,1,0.037037037037037035
12x12,9,1,1,0.037037037037037035
12x12,12,0,0,0.0
12x12,12,1,1,0.027777777777777776
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,9,0,0,0.0
12x12,9,1,3,0.1111111111111111
12x12,12,0,0,0.0
12x12,12,1,2,0.05555555555555555
12x12,11,0,3,0.09090909090909091
12x12,11,1,1,0.030303030303030304
12x12,3,0,0,0.0
12x12,3,1,1,0.1111111111111111
12x12,12,0,1,0.027777777777777776
12x12,12,1,4,0.1111111111111111
12x12,8,0,0,0.0
12x12,8,1,1,0.041666666666666664
12x12,11,0,0,0.0
12x12,11,1,1,0.030303030303030304
12x12,11,0,0,0.0
12x12,11,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,2,0.16666666666666666
12x12,12,0,0,0.0
12x12,12,1,1,0.027777777777777776
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,1,0,1,0.3333333333333333
12x12,1,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,0,0.0
12x12,3,0,1,0.1111111111111111
12x12,3,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,3,0,0,0.0
12x12,3,1,2,0.2222222222222222
12x12,10,0,0,0.0
12x12,10,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,1,0.047619047619047616
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,1,0.041666666666666664
12x12,9,0,1,0.037037037037037035
12x12,9,1,0,0.0
12x12,11,0,7,0.21212121212121213
12x12,11,1,0,0.0
12x12,5,0,1,0.06666666666666667
12x12,5,1,1,0.06666666666666667
12x12,7,0,1,0.047619047619047616
12x12,7,1,1,0.047619047619047616
12x12,10,0,0,0.0
12x12,10,1,0,0.0
12x12,9,0,0,0.0
12x12,9,1,1,0.037037037037037035
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,2,0,1,0.16666666666666666
12x12,2,1,1,0.16666666666666666
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,5,0,1,0.06666666666666667
12x12,5,1,2,0.13333333333333333
12x12,7,0,1,0.047619047619047616
12x12,7,1,0,0.0
12x12,9,0,0,0.0
12x12,9,1,2,0.07407407407407407
12x12,10,0,0,0.0
12x12,10,1,1,0.03333333333333333
12x12,6,0,1,0.05555555555555555
12x12,6,1,1,0.05555555555555555
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,11,0,0,0.0
12x12,11,1,1,0.030303030303030304
12x12,8,0,0,0.0
12x12,8,1,2,0.08333333333333333
12x12,12,0,1,0.027777777777777776
12x12,12,1,1,0.027777777777777776
12x12,11,0,0,0.0
12x12,11,1,2,0.06060606060606061
12x12,8,0,0,0.0
12x12,8,1,2,0.08333333333333333
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,12,0,1,0.027777777777777776
12x12,12,1,2,0.05555555555555555
12x12,3,0,2,0.2222222222222222
12x12,3,1,0,0.0
12x12,6,0,0,0.0
12x12,6,1,1,0.05555555555555555
12x12,12,0,1,0.027777777777777776
12x12,12,1,0,0.0
12x12,2,0,2,0.3333333333333333
12x12,2,1,0,0.0
12x12,1,0,1,0.3333333333333333
12x12,1,1,1,0.3333333333333333
12x12,6,0,0,0.0
12x12,6,1,2,0.1111111111111111
12x12,4,0,1,0.08333333333333333
12x12,4,1,0,0.0
12x12,11,0,0,0.0
12x12,11,1,0,0.0
12x12,5,0,0,0.0
12x12,5,1,0,0.0
12x12,3,0,3,0.3333333333333333
12x12,3,1,0,0.0
12x12,6,0,1,0.05555555555555555
12x12,6,1,2,0.1111111111111111
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,5,0,3,0.2
12x12,5,1,3,0.2
12x12,9,0,1,0.037037037037037035
12x12,9,1,1,0.037037037037037035
12x12,9,0,1,0.037037037037037035
12x12,9,1,0,0.0
12x12,11,0,1,0.030303030303030304
12x12,11,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,5,0,1,0.06666666666666667
12x12,5,1,1,0.06666666666666667
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,1,0.1111111111111111
12x12,11,0,0,0.0
12x12,11,1,0,0.0
12x12,9,0,0,0.0
12x12,9,1,1,0.037037037037037035
12x12,4,0,2,0.16666666666666666
12x12,4,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,12,0,0,0.0
12x12,12,1,3,0.08333333333333333
12x12,11,0,0,0.0
12x12,11,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,2,0.3333333333333333
12x12,10,0,1,0.03333333333333333
12x12,10,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,1,0.047619047619047616
12x12,2,0,0,0.0
12x12,2,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,0,0.0
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,7,0,2,0.09523809523809523
12x12,7,1,2,0.09523809523809523
12x12,11,0,2,0.06060606060606061
12x12,11,1,1,0.030303030303030304
12x12,8,0,2,0.08333333333333333
12x12,8,1,0,0.0
12x12,10,0,5,0.16666666666666666
12x12,10,1,0,0.0
12x12,2,0,0,0.0
12x12,2,1,1,0.16666666666666666
12x12,12,0,0,0.0
12x12,12,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,6,0,4,0.2222222222222222
12x12,6,1,0,0.0
12x12,4,0,0,0.0
12x12,4,1,0,0.0
12x12,10,0,4,0.13333333333333333
12x12,10,1,1,0.03333333333333333
12x12,2,0,0,0.0
12x12,2,1,0,0.0
12x12,5,0,0,0.0
12x12,5,1,2,0.13333333333333333
12x12,6,0,2,0.1111111111111111
12x12,6,1,1,0.05555555555555555
12x12,4,0,1,0.08333333333333333
12x12,4,1,1,0.08333333333333333
12x12,8,0,5,0.20833333333333334
12x12,8,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,7,0,0,0.0
12x12,7,1,0,0.0
12x12,10,0,4,0.13333333333333333
12x12,10,1,1,0.03333333333333333
12x12,9,0,1,0.037037037037037035
12x12,9,1,0,0.0
12x12,3,0,0,0.0
12x12,3,1,0,0.0
12x12,8,0,1,0.041666666666666664
12x12,8,1,0,0.0
12x12,11,0,2,0.06060606060606061
12x12,11,1,3,0.09090909090909091
12x12,1,0,0,0.0
12x12,1,1,1,0.3333333333333333
12x12,9,0,2,0.07407407407407407
12x12,9,1,0,0.0
12x12,4,0,1,0.08333333333333333
12x12,4,1,0,0.0
12x12,10,0,0,0.0
12x12,10,1,1,0.03333333333333333
12x12,6,0,3,0.16666666666666666
12x12,6,1,0,0.0
12x12,10,0,2,0.06666666666666667
12x12,10,1,1,0.03333333333333333
