dataset,method,n_images,loss,loss_sd_images,loss_low,loss_high,mse,mse_sd_images,mse_low,mse_high,dice,dice_sd_images,dice_low,dice_high,iou,iou_sd_images,iou_low,iou_high,beta0_error,beta0_error_sd_images,beta0_error_low,beta0_error_high,beta1_error,beta1_error_sd_images,beta1_error_low,beta1_error_high,topology_exact,topology_exact_sd_images,topology_exact_low,topology_exact_high,aggregate_psnr,psnr_low,psnr_high,run_loss_sd
fashion,Classical best,1000,0.15308048271920735,0.1085774691237656,0.14622280935925108,0.15975455317761295,0.024798044320463335,0.01351800299263602,0.024025435906320083,0.025707371491542213,0.9204641678600001,0.12657337186623152,0.9126495916240874,0.9284522850492876,0.8722696864106,0.15272750222492826,0.8630096756989959,0.8820689232784332,1.6341666666666665,3.2817538150426504,1.4279791666666666,1.8463458333333334,2.153666666666667,3.654718285110536,1.9318166666666667,2.3838375,0.257,0.40490527486678696,0.23249166666666668,0.28267499999999995,16.055825681383638,15.899423265106547,16.193287239511115,0.0
fashion,Conditional mean mask,1000,0.13038748465600036,0.08165234331632515,0.12536795452235783,0.13532448749016318,0.022648724488569003,0.010364811378341141,0.022042457482238074,0.023309240006655893,0.9389632660698,0.07219305164281822,0.9344977088505241,0.9435212005083657,0.8942251443260334,0.10433220950884606,0.8877145993414417,0.9007521606311225,1.2224333333333335,2.2940625104147836,1.0823249999999998,1.3679725,1.8489,3.2087497354678294,1.6601883333333332,2.0506299999999995,0.28020000000000006,0.38648501134886293,0.2566308333333333,0.3051041666666667,16.449562511864325,16.32471886337697,16.567399882468,0.00024167158939144832
fashion,Conditional sampled,1000,0.1312753729958855,0.08128554597789889,0.12619323455243353,0.13624996300605047,0.022963153409860274,0.01030841428212345,0.022359500983461057,0.023621329890446498,0.938447213433027,0.07227826472451909,0.933996282072568,0.9430048896020129,0.8933555591868114,0.10423072142851529,0.8868291841332177,0.8998735454032373,1.2266239916776067,2.3002733540388784,1.0859849796304963,1.373714471717584,1.8610084730378016,3.211319159713378,1.671331081370746,2.064151368011121,0.2785617265549419,0.3841965781067338,0.2548464365900797,0.3033518929053578,16.389684727869792,16.266956550788294,16.505378932072418,0.00011147757120117192
fashion,Conditional selector,1000,0.13033973150071318,0.08131163087495147,0.12524233308165877,0.13534622204838603,0.022604847040118666,0.010346405248195264,0.02200505112346539,0.0232711236055012,0.9390254962535667,0.07221049659332976,0.9345683366942266,0.9435838325723633,0.8943415702756,0.10436365400739528,0.8877675115138532,0.9008875949151199,1.2210333333333332,2.2910999454565886,1.0812175,1.3659691666666667,1.8446,3.2017477563608954,1.6563666666666668,2.046245833333333,0.2799,0.38478658680371214,0.2564266666666667,0.30500083333333333,16.457984273537377,16.331826470575635,16.574776181206623,0.0002900531011621419
fashion,Exact gate sampled,1000,0.13509276220763303,0.08108689439025597,0.13020983495726102,0.14007012145520611,0.023655456926371107,0.010849945075153019,0.02302560930518618,0.024356082152334292,0.9355026543001687,0.08095362996800805,0.9304262230158676,0.9406445154676432,0.8901796310343731,0.10918404319027923,0.883390351880594,0.8970125698234103,1.29092118671135,2.3956537546254464,1.1443491981083675,1.4445857565135083,1.8341721443907169,3.052899260835583,1.6533195988643314,2.0279472764622777,0.26968802953787,0.3739421821488056,0.24696267880072462,0.29293567317734176,16.260686587468864,16.133925697527882,16.37788868649943,0.0006840471267430002
fashion,Exact softmax gate,1000,0.13310914183179096,0.08144174284557437,0.1282492261014066,0.1380807520843754,0.023016369154825668,0.01070489636616098,0.022397956096888848,0.023702572390295728,0.9370576925955668,0.07968674549321268,0.9320446887219676,0.9420726814860593,0.89227756978822,0.10836499771061106,0.8854970006924026,0.8990999457137395,1.2654333333333334,2.391329765642549,1.1193958333333336,1.4188649999999998,1.8230333333333333,3.060045571557901,1.6424050000000001,2.0184458333333333,0.2721,0.3793091950710732,0.24876166666666666,0.2954708333333333,16.379631855017212,16.252045183660048,16.49791610966844,0.0006528609960032248
fashion,Input,1000,0.3791496654394,0.05469696638371402,0.3755546727718958,0.3825083533576975,0.04997087594482666,0.0030932894374742447,0.049785469911615615,0.05015604282941583,0.8894015133004667,0.09116048840364609,0.8838187482303026,0.8950988365757433,0.8167844065965333,0.11863528343185016,0.809463785927835,0.8242588227455663,14.924166666666666,5.2291287551118435,14.584320833333331,15.238504166666667,6.610333333333334,5.2736846147719865,6.2917250000000005,6.9384,0.00016666666666666666,0.0052704627669473,0.0,0.0005,13.012830376962874,12.996767354377532,13.028973893279511,0.0
fashion,Learned local filter,1000,0.16494621048348432,0.06165711842341152,0.160974003812101,0.1688619632497367,0.022024659863705,0.011262348749429938,0.021325239157674127,0.02276834077369571,0.929236888655,0.09969283238458321,0.9228333164862335,0.9355956403094,0.8814227102244666,0.1361776738442311,0.8729327903832067,0.8900233496772391,1.382333333333333,1.8619163243996044,1.2718041666666664,1.502170833333333,1.6485,2.3130530973797305,1.5103208333333336,1.7961666666666667,0.17816666666666667,0.2157618874615483,0.16483333333333333,0.19167083333333326,16.57090789860598,16.42668617126793,16.71106089619958,0.0
fashion,No topology,1000,0.13904844969783475,0.07372725233625041,0.1344854915468028,0.14379158208528042,0.021888137862793332,0.010067944410469728,0.021305477345746844,0.022524505845119083,0.9397684688090667,0.07129965761545368,0.9352630081948117,0.9442875563394016,0.8956575835654667,0.10433327830605703,0.8891066574501318,0.902109598700775,1.3277999999999999,2.464285309031105,1.1750949999999998,1.4859491666666667,1.8008000000000002,2.9267279011412093,1.6258650000000001,1.9877799999999999,0.24543333333333334,0.3167675953870046,0.22592916666666668,0.2658333333333333,16.597911845404855,16.47344728033342,16.715087310574525,0.0005032445900237633
fashion,O_square2,1000,0.26882656679662215,0.10042175200633086,0.26252943852675487,0.2752955864334097,0.04899022112707667,0.023371742549437493,0.04763346620694329,0.05063075045867492,0.82922083948945,0.2042172357678581,0.8163020857263317,0.8416380061209583,0.7513775359617834,0.23313015704970122,0.7367138447824991,0.7657826595251924,1.982666666666667,3.0643706859703457,1.7908250000000001,2.1795874999999993,3.718833333333333,3.4119484540896097,3.51465,3.9358416666666667,0.05716666666666666,0.12381694630278725,0.0495,0.06517083333333332,13.098906002649908,12.955856353695093,13.22087814462035,0.0
fashion,O_square3,1000,0.35149506679143494,0.15541218724300745,0.341446470281868,0.3615185208480101,0.09116262747998,0.04147438341137468,0.08866937708241507,0.09389994142325943,0.66310534409285,0.32300110089287387,0.6426433770219016,0.6827052876618775,0.5768952738580166,0.30828853500113074,0.5579395453017717,0.5954989549005304,2.5221666666666667,3.7231719725678927,2.298479166666667,2.760741666666666,2.666,3.5287322804461403,2.448,2.897929166666666,0.06333333333333332,0.13583734802495145,0.054995833333333334,0.07166666666666666,10.401831661198749,10.273346786557543,10.52226342517782,0.0
fashion,O_square4,1000,0.40330519121975167,0.17166446379138608,0.39235270476078493,0.41407978723877986,0.14055102021200833,0.05850863515277039,0.1369829559162597,0.14422321406301827,0.5165320029134667,0.32499264325915905,0.49639217210162423,0.53702101529686,0.4251463519634833,0.28703212173610937,0.4072184857641195,0.44297260416516876,2.524833333333333,3.8920650514616595,2.2884875,2.777533333333333,2.4226666666666663,3.756885585217032,2.1908333333333334,2.6671750000000003,0.10633333333333334,0.20659222399132146,0.09366666666666666,0.12000416666666663,8.521659976493009,8.409648302680935,8.633334665078575,0.0
fashion,Oracle (diagnostic),1000,0.07789288406730001,0.06380769690293625,0.07389707448739417,0.0819410421666246,0.029160714365170003,0.01765010428813193,0.028089041335138416,0.03026544967865542,0.9288424562718333,0.06896546230735849,0.9246800795814042,0.9331068924251834,0.8768914108713334,0.1036892663375924,0.8706785982240043,0.8832961069195208,0.6185,1.2625246077014574,0.5424875,0.7010083333333332,0.9386666666666665,2.110680215231803,0.8104958333333333,1.0745041666666666,0.5021666666666667,0.4092968856554786,0.4768333333333334,0.5286666666666666,15.352018410861874,15.190528690335087,15.514630827978554,0.0
fashion,Soft morphology,1000,0.22084636240008002,0.13784096632768825,0.21229176455979115,0.2294695439268955,0.07676636898744,0.04051312780103744,0.07430757327742092,0.07941159113558711,0.80598016589495,0.20201449991812562,0.7933085196092271,0.8183275725815282,0.7147726506327999,0.2277772162997486,0.7000008758701504,0.7288180283179958,1.7906666666666669,3.489838053019505,1.5773083333333335,2.0243458333333333,2.3468333333333335,3.857626519726739,2.1133291666666665,2.5931833333333336,0.2391666666666667,0.4052326727629822,0.2146583333333333,0.2641708333333333,11.14829000828764,11.001161021217605,11.289669215694062,0.0
fashion,Three openings,1000,0.2612713800574944,0.10277968384721263,0.25495916002639935,0.2678301807984379,0.056877848663398664,0.02439602028585171,0.05543140095577761,0.05845193878420709,0.8188141837088498,0.19869477840385885,0.8062903865534875,0.8309577882226279,0.7335159682320167,0.22271378499247982,0.719540834213272,0.7469289929708659,1.9361333333333335,3.083931205550711,1.7438858333333334,2.1383008333333335,3.2897333333333334,3.079622416033571,3.1070241666666667,3.4872208333333328,0.08856666666666667,0.15005782817381,0.07926583333333333,0.09790083333333333,12.45056838637012,12.332010792101233,12.562441450468144,0.00014420742564744428
fashion,Training best,1000,0.15308048271920735,0.1085774691237656,0.14622280935925108,0.15975455317761295,0.024798044320463335,0.01351800299263602,0.024025435906320083,0.025707371491542213,0.9204641678600001,0.12657337186623152,0.9126495916240874,0.9284522850492876,0.8722696864106,0.15272750222492826,0.8630096756989959,0.8820689232784332,1.6341666666666665,3.2817538150426504,1.4279791666666666,1.8463458333333334,2.153666666666667,3.654718285110536,1.9318166666666667,2.3838375,0.257,0.40490527486678696,0.23249166666666668,0.28267499999999995,16.055825681383638,15.899423265106547,16.193287239511115,0.0
fashion,Uniform sampled,1000,0.29142413451488336,0.10103770179600532,0.2851367572557896,0.2979397379923009,0.085966425339305,0.02847483442824748,0.08427613472935164,0.08790169296658612,0.7594917647395333,0.19491520097030413,0.7469485473350744,0.7715002067794233,0.6779182534549165,0.2097015531059368,0.6646979617167859,0.6910798811131207,3.4689569863112832,2.7733197274011276,3.2977381699457022,3.6445502637569875,2.6376182739684,3.252206344260375,2.4431522793347007,2.843088300541488,0.12866666357371667,0.18363043959115802,0.11709515840463458,0.14031289986794207,10.65671131743671,10.560027604328718,10.74295391243915,0.0
fashion,Validation best,1000,0.15308048271920735,0.1085774691237656,0.14622280935925108,0.15975455317761295,0.024798044320463335,0.01351800299263602,0.024025435906320083,0.025707371491542213,0.9204641678600001,0.12657337186623152,0.9126495916240874,0.9284522850492876,0.8722696864106,0.15272750222492826,0.8630096756989959,0.8820689232784332,1.6341666666666665,3.2817538150426504,1.4279791666666666,1.8463458333333334,2.153666666666667,3.654718285110536,1.9318166666666667,2.3838375,0.257,0.40490527486678696,0.23249166666666668,0.28267499999999995,16.055825681383638,15.899423265106547,16.193287239511115,0.0
fashion,area16,1000,0.176577222684699,0.13652164786727244,0.16794866729337032,0.18526927799285253,0.029205569810623333,0.018310084524868535,0.02808352473865854,0.030460825962324748,0.8871214706905001,0.19735159998137933,0.8748553286990958,0.8996935647927249,0.8374221218666666,0.21312697033089822,0.8244091661047334,0.8507951795969958,1.8656666666666668,3.6523454815235232,1.6396416666666667,2.1016916666666665,2.306,3.825658941019137,2.074491666666667,2.549675,0.24816666666666667,0.42019291982093826,0.22149583333333334,0.2745,15.34534316108233,15.16258324702651,15.51548385200265,0.0
fashion,area3,1000,0.16389431500992083,0.057727525833208386,0.1602346728599212,0.16753128510464657,0.02479124159756,0.008464482202424264,0.02429080048898054,0.025333184613149293,0.9345897537969999,0.07263214004464345,0.9300879879622083,0.9392360597001624,0.8872267758321666,0.10433970023318742,0.8807945613619875,0.8937506940450833,1.5848333333333335,1.943635746316373,1.4701625,1.7103333333333333,1.6833333333333336,2.803097814446966,1.5158166666666668,1.8583791666666665,0.18683333333333332,0.22938645540594038,0.1725,0.20083749999999995,16.05701722305748,15.963102119866946,16.145581730409482,0.0
fashion,area32,1000,0.20089957216605733,0.16713073954323138,0.19049621581653173,0.21153422973516545,0.034271896305373334,0.024655943975940297,0.032759247524714714,0.035883832930498835,0.8413756453966666,0.27284196647786174,0.8240718130181791,0.8579703928556207,0.7957064899804999,0.27654677446713744,0.7774787062582084,0.8125706222621042,2.0171666666666663,3.878996394648539,1.7773333333333334,2.267175,2.3526666666666665,3.869724493622955,2.1171624999999996,2.5980041666666667,0.24433333333333332,0.42548538822546084,0.21733333333333335,0.2715083333333333,14.650618648676213,14.45101173998659,14.846660824799148,0.0
fashion,area8,1000,0.15308048271920735,0.1085774691237656,0.14622280935925108,0.15975455317761295,0.024798044320463335,0.01351800299263602,0.024025435906320083,0.025707371491542213,0.9204641678600001,0.12657337186623152,0.9126495916240874,0.9284522850492876,0.8722696864106,0.15272750222492826,0.8630096756989959,0.8820689232784332,1.6341666666666665,3.2817538150426504,1.4279791666666666,1.8463458333333334,2.153666666666667,3.654718285110536,1.9318166666666667,2.3838375,0.257,0.40490527486678696,0.23249166666666668,0.28267499999999995,16.055825681383638,15.899423265106547,16.193287239511115,0.0
fashion,gaussian06,1000,0.2001161643475463,0.04727473527182064,0.19739127136535342,0.2030377786910357,0.025679209300453334,0.006582505135912855,0.025286516919930956,0.02610461852948608,0.9336811874426001,0.06943089606165259,0.9292732477595609,0.9380751174806492,0.8852232635664166,0.09948630377926698,0.8789989828268333,0.8914963969627813,2.2965,1.37200102167241,2.213495833333333,2.3811833333333334,1.6383333333333334,1.8095194034833375,1.532329166666667,1.7498333333333331,0.10633333333333334,0.1367915719493661,0.098,0.11533333333333333,15.904183529449575,15.832826488141038,15.971109882368967,0.0
fashion,gaussian10,1000,0.18858317454676501,0.12932578579367987,0.18021721217736386,0.19659133850849433,0.03830952389082333,0.025658482182391067,0.03680556446797304,0.040025749441163584,0.8576829428317833,0.1965079955689976,0.8452167572766889,0.8697242502296534,0.7913536536330332,0.23232527293840755,0.7766557484088046,0.8054520229081942,1.5778333333333334,3.105264557735634,1.3848291666666668,1.7851875000000001,2.1845,3.560672427806037,1.9651249999999998,2.4103375,0.2318333333333333,0.38251312201117094,0.209,0.25599999999999995,14.166932453772219,13.976605276131671,14.340865173306286,0.0
fashion,median3,1000,0.1987870843945,0.1270326626286314,0.19088465785274855,0.2066414576048803,0.04668069731389167,0.03163422175673455,0.04486633190681683,0.04883259461038171,0.8406682608991667,0.20110581274347808,0.8281647035316929,0.8530271569389867,0.7667141580427833,0.23827173050092587,0.751773106784792,0.7813367841743012,1.5101666666666667,2.8538691255298163,1.3336541666666668,1.7038583333333335,2.1183333333333336,3.4076463608166643,1.9124208333333335,2.3365375,0.21983333333333335,0.3517295635969919,0.1985,0.2426708333333333,13.308626651092425,13.112901998396678,13.480794352083297,0.0
fashion,median5,1000,0.25153659267213496,0.17671509125239213,0.24060309372009767,0.2624086342868649,0.07158949823988166,0.04206485199643758,0.06906171871613447,0.07436660811410649,0.7373398046280834,0.30381513222507234,0.7181138415482983,0.7557451960784538,0.6578978759945316,0.307981592313902,0.638799248627362,0.6765572337323098,1.8748333333333334,3.575344545130465,1.6523166666666667,2.1038624999999995,2.301,3.7363787539353566,2.0744583333333333,2.5356833333333335,0.224,0.3983778698037475,0.19983333333333334,0.24966666666666665,11.451506814767642,11.286220263775162,11.60762617709052,0.0
mnist,Classical best,1000,0.04470169861383333,0.03474146652783901,0.04257466891093409,0.04696187502337471,0.013724489895371667,0.00376550538709667,0.013480638917839167,0.01395514996845821,0.9472278401818333,0.01698010838508769,0.94612835436995,0.9482450978973791,0.9022104278396667,0.028458954502263975,0.9003662560729374,0.9039100471386875,0.08616666666666666,0.235331014194469,0.07266666666666666,0.101,0.1495,0.36028785035425587,0.12832916666666666,0.17200416666666662,0.8045,0.30019971663855693,0.7849958333333333,0.8226708333333335,18.62503788206992,18.55265492022079,18.7028952383065,0.0
mnist,Conditional mean mask,1000,0.04258843420284733,0.03327775082218628,0.04060296985273642,0.044706403126106416,0.013689795914198668,0.003913795069864054,0.01344155399257615,0.013933718107812751,0.9463980584733,0.020902393834727376,0.9450674962234692,0.9476201876596316,0.9012701498784665,0.0334762446038496,0.8991429584371223,0.9032067247901702,0.06916666666666665,0.25302831636882067,0.05449833333333333,0.08586749999999999,0.14276666666666665,0.336450078499008,0.12323083333333333,0.16336750000000003,0.8243666666666667,0.28540799441997833,0.8064983333333333,0.8414708333333334,18.636030262267123,18.559329798973145,18.71550519125435,6.648972266589953e-05
mnist,Conditional sampled,1000,0.043322418045082585,0.03295640720361476,0.04131211528150016,0.0454717881483898,0.013808934282615407,0.003899544530390658,0.013560241677148586,0.014051408814063849,0.9457720642495334,0.0214553711852229,0.9444229820074159,0.9470429290684409,0.9003876566341333,0.03375127502776876,0.8982255555442541,0.9023781221984166,0.07204334150449414,0.24805218266775572,0.057602476299351724,0.08849550290514185,0.14455004903998792,0.3335382110752997,0.1250567338480323,0.1649800362585216,0.8203535647267898,0.281615125309486,0.8021770588284696,0.8371253989371564,18.598398372098412,18.52280130598691,18.677325701948618,4.4218639867632664e-05
mnist,Conditional selector,1000,0.04274903852942167,0.033100456971873964,0.04076335846587142,0.04489119300756039,0.013754251802520667,0.003964698813760912,0.013501515835847265,0.013996952698057057,0.9460834983012334,0.021210675548557167,0.9447022885571859,0.9473523420288775,0.9008237448459666,0.03380388003086453,0.89865706964923,0.9027923191771917,0.06939999999999999,0.24772409945678253,0.055,0.08550333333333332,0.1424,0.3345955681030372,0.12306333333333333,0.16276916666666663,0.8239666666666667,0.28374185744067815,0.8059325,0.8411,18.615630291837416,18.53966505069679,18.696174698614897,8.517747499212072e-05
mnist,Exact gate sampled,1000,0.044365190593399065,0.03153898598415365,0.042516610559129774,0.04639499998116747,0.014037309565664118,0.003963328612454281,0.013784353475121643,0.014288013977501167,0.9443338049720537,0.02525670288995531,0.9425979717716257,0.9458324717404982,0.8985906754231493,0.0373206657241584,0.8961320439351488,0.9008063542798782,0.09052979473263985,0.25258288807760804,0.07575306730630463,0.1071814684847213,0.13489144104673864,0.2882433317005492,0.11817318405628256,0.15255375184926395,0.820707694488339,0.261099934397958,0.8040197931435371,0.8358260464826243,18.52716122459229,18.450281335990997,18.606135987110342,0.000501608888356075
mnist,Exact softmax gate,1000,0.043294806893645996,0.03146661476137658,0.04143300392402992,0.04532901113582145,0.013835586832878667,0.003905048615700489,0.01358565804995489,0.014080075568794016,0.9451833956658999,0.025320719698207848,0.94344862416,0.946659272741755,0.8996643167531001,0.037388330407177546,0.89720767616015,0.9018889785870017,0.07823333333333334,0.2521106344330133,0.063665,0.09486666666666667,0.13246666666666668,0.28778051022699735,0.11583249999999999,0.1502675,0.8247666666666666,0.2621297214734885,0.8081316666666667,0.8401000000000001,18.590024156429386,18.513950142974455,18.66919320768891,0.0005758125435305859
mnist,Input,1000,0.39559940943526667,0.041849744508481876,0.3929491491364517,0.39814173162644745,0.049927721146575,0.003077170623517794,0.049748278113046586,0.050123310016613916,0.8343123618478333,0.047191746753902274,0.8312640342412584,0.8370260793495292,0.7293360307766665,0.06260991632857363,0.7252885437454916,0.7329374901397793,20.998333333333335,2.3687308597402716,20.850995833333332,21.14686666666667,1.7111666666666665,1.2064883974336558,1.634658333333333,1.783675,0.0,0.0,0.0,0.0,13.016582560168612,12.999602570217776,13.032219464548128,0.0
mnist,Learned local filter,1000,0.07351555207510833,0.04730838266138359,0.07072947760438535,0.07651531462566505,0.011304421764859999,0.0033404268723005864,0.011102173678123458,0.011523596934409082,0.9531819814815,0.02250705446166382,0.9517359966291251,0.9544931639511208,0.9126468904173334,0.03814729742673455,0.9102277599936291,0.9149245678747333,0.4281666666666667,0.4076088886631747,0.4041625,0.4545,0.15233333333333332,0.30713731999438515,0.1346625,0.1713333333333333,0.6176666666666667,0.26604678536512,0.6011624999999999,0.6328375,19.467516474498108,19.38411940622736,19.54591983015628,0.0
mnist,No topology,1000,0.046841332680605,0.0311689048825129,0.04492101516711344,0.048880148566946204,0.012759608931782,0.003565458345183073,0.012531145922323277,0.012986836816124774,0.9502426636267667,0.016062705548323276,0.9492057266230891,0.9511960533089657,0.9076910142994666,0.027407551015165718,0.9059443171917566,0.9093212488234041,0.11273333333333334,0.21653913240458225,0.09996666666666666,0.1264,0.15353333333333333,0.3107511932106772,0.13486499999999998,0.17293416666666667,0.7872666666666667,0.25612739260227757,0.7709991666666667,0.8027675,18.941626360671908,18.864966164858764,19.020092127260295,0.00019001181692547642
mnist,O_square2,1000,0.18424005627358503,0.08072089661021829,0.1796330125083033,0.1891889377597539,0.02146364806608833,0.0075146428660560075,0.02101168165483375,0.021940269040969417,0.9000989458898334,0.06339920666211138,0.8960966285229125,0.9037991820881874,0.8284379448298667,0.088069259415139,0.8228960221146233,0.8335465421207457,1.3981666666666666,1.032392704258858,1.3376625000000002,1.4626708333333331,0.4096666666666666,0.5145053116496618,0.37666666666666665,0.44083333333333335,0.2608333333333333,0.23019814428025806,0.24666249999999995,0.2745,16.68296461292551,16.587580512238404,16.775391877564402,0.0
mnist,O_square3,1000,0.35567291360238834,0.12184827739463988,0.34840737541860844,0.3632906760814471,0.0767961309129,0.027409797419315717,0.0751549106747622,0.07853565050079767,0.48930883821329996,0.27733121555772045,0.4720302090335442,0.5055381141741484,0.3802466918585667,0.25302931513742744,0.3642745538835325,0.39526019305407123,1.0656666666666665,0.6828769116260907,1.0236625000000001,1.109,0.4643333333333333,0.6400727596000524,0.42416666666666664,0.503,0.191,0.26505833808664825,0.1748333333333333,0.20733333333333331,11.146606597276707,11.04933154705649,11.240426370428116,0.0
mnist,O_square4,1000,0.494054849803385,0.10722453845348259,0.4874957869613488,0.5007250645059399,0.11835990634980999,0.03296551559383925,0.11630330564054404,0.1203999466996672,0.13217973417300002,0.19466163364268105,0.12003478931099167,0.14466984055344168,0.09144543746708333,0.14883252746119385,0.08222958636828834,0.10100836043917542,0.8445,0.4385403324424497,0.8188333333333334,0.8733458333333333,0.4825,0.6647029595758646,0.4401666666666667,0.5223416666666666,0.11733333333333332,0.23830585088800554,0.1025,0.1316708333333333,9.267953871391239,9.193737053377086,9.344079413244733,0.0
mnist,Oracle (diagnostic),1000,0.030263328967681666,0.021358262601752432,0.029010328855587332,0.031655556048667544,0.012761267088213334,0.004983419839772195,0.012457461820757127,0.013062941193021288,0.9496199305635,0.023465663174660787,0.9482261215067457,0.951037770530175,0.9076991705718332,0.03862959521035586,0.9053286417757334,0.9100455494060417,0.0275,0.12341476178175716,0.0205,0.03550416666666664,0.06366666666666666,0.1748949825512106,0.0535,0.0745,0.9171666666666668,0.18236015861385924,0.9053333333333333,0.9276666666666668,18.941062016259348,18.8395902826094,19.045704351671333,0.0
mnist,Soft morphology,1000,0.14529394214722832,0.06879571511662619,0.14129399635278334,0.1496282494007129,0.05986904760005166,0.016175075256918792,0.05886579502747717,0.060838089932090174,0.7950244706117332,0.07855559670999121,0.7900811852749158,0.7995396902082091,0.6703355930358,0.09809390267229838,0.664307960469187,0.6759596156493859,0.2095,0.3566639614589983,0.1884958333333333,0.23216666666666666,0.3368333333333333,0.5276410180537727,0.30533333333333335,0.37117083333333334,0.5828333333333334,0.3832347075400211,0.5573333333333333,0.6060041666666667,12.227976505787526,12.15824429480563,12.30136986127481,0.0
mnist,Three openings,1000,0.18325999325317202,0.08084856478958541,0.178607570316433,0.18822267853403285,0.021849234794935998,0.007784651067295713,0.021387436326215318,0.022326864468939542,0.8985391189539,0.06316704746125378,0.8944098041240383,0.9022784542873558,0.8262105521912667,0.08758120295954254,0.8205541784761351,0.8313167231560326,1.3946,1.033997631628489,1.3346641666666668,1.4591691666666664,0.3948666666666667,0.4921339703105472,0.3639308333333333,0.42553749999999996,0.2644666666666666,0.23183810926788742,0.2500983333333333,0.27853500000000003,16.60563768311687,16.511722639170497,16.698412704123626,5.960746322869265e-05
mnist,Training best,1000,0.04470169861383333,0.03474146652783901,0.04257466891093409,0.04696187502337471,0.013724489895371667,0.00376550538709667,0.013480638917839167,0.01395514996845821,0.9472278401818333,0.01698010838508769,0.94612835436995,0.9482450978973791,0.9022104278396667,0.028458954502263975,0.9003662560729374,0.9039100471386875,0.08616666666666666,0.235331014194469,0.07266666666666666,0.101,0.1495,0.36028785035425587,0.12832916666666666,0.17200416666666662,0.8045,0.30019971663855693,0.7849958333333333,0.8226708333333335,18.62503788206992,18.55265492022079,18.7028952383065,0.0
