dataset,method,condition,loss,mse,dice,iou,beta0_error,beta1_error,topology_exact
fashion,Exact gate sampled,shift20,0.34658237025064,0.12232948426258,0.7529266159465987,0.6338989494112381,5.280627166961195,2.538190908401803,0.07540793466310584
fashion,Exact softmax gate,balanced04,0.12408739287239101,0.019367347046638,0.9461824281218,0.906293296488,1.1776,1.7852000000000001,0.279
fashion,Exact softmax gate,balanced10,0.170849800269618,0.0421193878454,0.8903086344582,0.81920714368964,1.4567999999999999,1.9274,0.24259999999999998
fashion,Exact softmax gate,clean,0.0997020836423488,0.007382653112426,0.9774075616712,0.9598767935062,1.1967999999999999,1.7538,0.31160000000000004
fashion,Exact softmax gate,pepper04,0.1079184885740592,0.012634438882470001,0.964833285251,0.9369561493798,1.1588,1.759,0.2978
fashion,Exact softmax gate,pepper10,0.128702231643262,0.020689540946571997,0.9440765743406,0.9011055623992,1.1744,1.7506,0.26480000000000004
fashion,Exact softmax gate,salt04,0.1148363762096364,0.014929591935492,0.9579510809312,0.9252867030528,1.1684,1.7954,0.29560000000000003
fashion,Exact softmax gate,salt10,0.152260561421779,0.028357908272382,0.9189941524706,0.86481656371988,1.4566,1.9205999999999999,0.2528
fashion,Exact softmax gate,shift20,0.34351514922074,0.12049056107552,0.7557703349451,0.63743646689626,5.2181999999999995,2.4628,0.07659999999999999
fashion,Input,balanced04,0.38637421806309996,0.0399515306723,0.902330415645,0.8336133461440001,14.009,5.779,0.0
fashion,Input,balanced10,0.46715117344499996,0.0993852042814,0.7959820957188,0.6805890340808001,26.726,12.657,0.0
fashion,Input,clean,0.0,0.0,1.0,1.0,0.0,0.0,1.0
fashion,Input,pepper04,0.3200438400703,0.01967219403536,0.956458111487,0.919045438016,4.236,5.524,0.001
fashion,Input,pepper10,0.35851185971,0.03838775512806,0.923878301861,0.860926880996,4.538,11.392,0.0
fashion,Input,salt04,0.338195102583,0.03063520421854,0.9178739233459999,0.859716579948,13.882,1.821,0.0
fashion,Input,salt10,0.404621798765,0.0717933673333,0.839886231745,0.7468151603944,26.154,2.489,0.0
fashion,Input,shift20,0.565269723049,0.199693877114,0.656349461061,0.5096610611943,31.26,20.357,0.0
fashion,Learned local filter,balanced04,0.128584691195784,0.01743749999696,0.939694774589,0.8981228578944,1.08,1.494,0.252
fashion,Learned local filter,balanced10,0.2477930396526,0.03589795918564,0.9010524499570001,0.8338336729849,1.976,1.915,0.051
fashion,Learned local filter,clean,0.101266757483373,0.00973724489589,0.9546721020569999,0.9259366129884,1.102,1.526,0.331
fashion,Learned local filter,pepper04,0.121812410314,0.01531249999557,0.941701050934,0.903221245563,1.141,1.513,0.283
fashion,Learned local filter,pepper10,0.17495664124664,0.02621428571777,0.914084475573,0.8589997041801001,1.22,1.893,0.127
fashion,Learned local filter,salt04,0.120634012681692,0.01372193877208,0.949470103604,0.9145091215544,1.108,1.524,0.267
fashion,Learned local filter,salt10,0.19589646781019,0.02356377551421,0.929418477273,0.87984965917,1.769,1.552,0.089
fashion,Learned local filter,shift20,0.42790151137599997,0.0981964285796,0.7807731799411,0.6638454726729,8.232,4.452,0.001
fashion,No topology,balanced04,0.12516331155076899,0.017426785837610002,0.9505316182644,0.9119286980598,1.1776,1.6812,0.2514
fashion,No topology,balanced10,0.17447746050694998,0.04046989806589,0.8945438821118,0.8243399633916,1.544,1.9722,0.22640000000000002
fashion,No topology,clean,0.08677954162498,0.004559693899918,0.9847630577094,0.9720505331048,1.1118,1.6396,0.352
fashion,No topology,pepper04,0.10413476280065499,0.011197193981668001,0.9663221858974,0.9393268717800001,1.1894,1.6602000000000001,0.308
fashion,No topology,pepper10,0.13877814741529598,0.020304591976538,0.9455765020520001,0.9023609642617999,1.2448,1.7554,0.2246
fashion,No topology,salt04,0.119014863675857,0.01388698990089,0.960401117184,0.9287021944831999,1.21,1.7136,0.2732
fashion,No topology,salt10,0.17272215223748139,0.028043367414163998,0.9212355073448,0.8672868094164,1.601,2.0222,0.189
fashion,No topology,shift20,0.37205525097729997,0.12050561209886,0.7617005874471999,0.6387564675285,4.4328,2.805,0.037
fashion,O_square2,balanced04,0.26700332958914996,0.04274744901748,0.843158201417,0.7707964964336,1.924,3.837,0.03
fashion,O_square2,balanced10,0.3261987815843,0.07448086728384,0.7825618327727,0.6781682174049,2.232,5.309,0.014
fashion,O_square2,clean,0.16392009180211697,0.02404464290861,0.875273106292,0.8248075496933,1.751,1.623,0.319
fashion,O_square2,pepper04,0.26684647099044,0.04303826541268,0.838311065668,0.7660996288042,1.944,3.8,0.033
fashion,O_square2,pepper10,0.3308558363412,0.07400892851621,0.772169203133,0.6702636439663999,2.359,5.274,0.019
fashion,O_square2,salt04,0.21209068923873,0.02904846946023,0.868194736023,0.8112627347535,1.755,2.072,0.125
fashion,O_square2,salt10,0.209964293035913,0.03061734707202,0.870929997923,0.8116744944081,1.682,2.021,0.122
fashion,O_square2,shift20,0.427694015153,0.13390306110157998,0.6661807304722001,0.5219123729153999,3.455,3.959,0.012
fashion,O_square3,balanced04,0.34102593786838,0.08075637746662,0.6858467452789999,0.6044421762562,2.444,2.969,0.046
fashion,O_square3,balanced10,0.4201142698243,0.13495025495146998,0.5732415899788,0.4573835942032,2.887,2.722,0.037
fashion,O_square3,clean,0.24743138932301698,0.050404336660429996,0.742736662615,0.688765674287,2.148,2.1,0.269
fashion,O_square3,pepper04,0.3476415609452,0.08192346918342,0.682401572674,0.6000927064899999,2.464,2.931,0.036
